ID,IC50_nM
TEST_000,230.71213998741112
TEST_001,27.261434163335135
TEST_002,11.914655676769044
TEST_003,21.84114635056485
TEST_004,16.353390084528804
TEST_005,7.922845520247833
TEST_006,15.641707961213
TEST_007,24.081551699721512
TEST_008,29.0531958156946
TEST_009,113.30090980493983
TEST_010,123.53578400177663
TEST_011,3.2174069954329982
TEST_012,28.417651421307067
TEST_013,130.9955400343269
TEST_014,30.10251701675181
TEST_015,55.72394085752956
TEST_016,20.119369391961353
TEST_017,108.12599800497946
TEST_018,21.64006247366665
TEST_019,20.403721501920142
TEST_020,10.60630845295311
TEST_021,28.668281226064085
TEST_022,87.03163847603689
TEST_023,8.23570802954518
TEST_024,11.697816637519026
TEST_025,21.488030284094293
TEST_026,4.647604937758598
TEST_027,42.01463281949562
TEST_028,8.718069711039002
TEST_029,15.232839947720569
TEST_030,5.956383026043916
TEST_031,10.628234842366387
TEST_032,36.43625192308235
TEST_033,80.50477409575429
TEST_034,69.27740084755123
TEST_035,9.35957412283552
TEST_036,31.68248562438757
TEST_037,58.69540719974473
TEST_038,19.222391175360784
TEST_039,13.24018971669316
TEST_040,12.682655141160808
TEST_041,14.315306513671985
TEST_042,24.80218888243944
TEST_043,10.60630845295311
TEST_044,17.07117094941134
TEST_045,12.791271462450037
TEST_046,22.39289580376983
TEST_047,54.39083758633738
TEST_048,106.16573086298588
TEST_049,12.178178755288553
TEST_050,30.75980573735662
TEST_051,13.324254189558035
TEST_052,24.326765979985357
TEST_053,6.086621660373534
TEST_054,12.469437585175365
TEST_055,12.819076000120784
TEST_056,172.04492260699888
TEST_057,57.28067989200713
TEST_058,43.804481254036745
TEST_059,34.39902006982728
TEST_060,87.35376731922463
TEST_061,16.56327851980335
TEST_062,10.375274463271728
TEST_063,26.4541298762788
TEST_064,17.6307684024602
TEST_065,8.801452579657338
TEST_066,44.716797442881955
TEST_067,50.586478103619704
TEST_068,22.92385659976583
TEST_069,28.480057574310514
TEST_070,11.15269490441692
TEST_071,68.07011464988533
TEST_072,5.059243973536528
TEST_073,19.51921720409372
TEST_074,19.646577379681858
TEST_075,158.61106681486478
TEST_076,27.060278174343598
TEST_077,8.382413879801542
TEST_078,12.335865269370268
TEST_079,36.38041180495408
TEST_080,15.937037009955429
TEST_081,18.172611293171027
TEST_082,28.151366730785476
TEST_083,5.059243973536528
TEST_084,51.829758294962886
TEST_085,37.36232352025835
TEST_086,24.556737940873717
TEST_087,32.73707476947528
TEST_088,59.80010339751042
TEST_089,21.587573672524325
TEST_090,43.276171616342964
TEST_091,45.85359765781265
TEST_092,14.763471539136248
TEST_093,27.27984497636549
TEST_094,15.889990009293394
TEST_095,96.45733231084138
TEST_096,17.6307684024602
TEST_097,31.951216483848714
TEST_098,35.961690578719
TEST_099,27.243240053177463
TEST_100,10.512855768113761
TEST_101,37.2011620521968
TEST_102,69.61132652009786
TEST_103,26.368632681959145
TEST_104,21.202554256002863
TEST_105,102.75158478311621
TEST_106,33.27310178000285
TEST_107,85.89818517104636
TEST_108,42.553904175875125
TEST_109,92.17562400960257
TEST_110,10.60630845295311
TEST_111,23.995798491942615
TEST_112,26.823904806649814
