ID,IC50_nM
TEST_000,34.673685045253166
TEST_001,34.673685045253166
TEST_002,34.673685045253166
TEST_003,34.673685045253166
TEST_004,34.673685045253166
TEST_005,34.673685045253166
TEST_006,34.673685045253166
TEST_007,34.673685045253166
TEST_008,34.673685045253166
TEST_009,34.673685045253166
TEST_010,34.673685045253166
TEST_011,34.673685045253166
TEST_012,34.673685045253166
TEST_013,34.673685045253166
TEST_014,34.673685045253166
TEST_015,34.673685045253166
TEST_016,34.673685045253166
TEST_017,34.673685045253166
TEST_018,34.673685045253166
TEST_019,34.673685045253166
TEST_020,34.673685045253166
TEST_021,34.673685045253166
TEST_022,34.673685045253166
TEST_023,34.673685045253166
TEST_024,34.673685045253166
TEST_025,34.673685045253166
TEST_026,34.673685045253166
TEST_027,34.673685045253166
TEST_028,34.673685045253166
TEST_029,34.673685045253166
TEST_030,34.673685045253166
TEST_031,34.673685045253166
TEST_032,34.673685045253166
TEST_033,34.673685045253166
TEST_034,34.673685045253166
TEST_035,34.673685045253166
TEST_036,34.673685045253166
TEST_037,34.673685045253166
TEST_038,34.673685045253166
TEST_039,34.673685045253166
TEST_040,34.673685045253166
TEST_041,34.673685045253166
TEST_042,34.673685045253166
TEST_043,34.673685045253166
TEST_044,34.673685045253166
TEST_045,34.673685045253166
TEST_046,34.673685045253166
TEST_047,34.673685045253166
TEST_048,34.673685045253166
TEST_049,34.673685045253166
TEST_050,34.673685045253166
TEST_051,34.673685045253166
TEST_052,34.673685045253166
TEST_053,34.673685045253166
TEST_054,34.673685045253166
TEST_055,34.673685045253166
TEST_056,34.673685045253166
TEST_057,34.673685045253166
TEST_058,34.673685045253166
TEST_059,34.673685045253166
TEST_060,34.673685045253166
TEST_061,34.673685045253166
TEST_062,34.673685045253166
TEST_063,34.673685045253166
TEST_064,34.673685045253166
TEST_065,34.673685045253166
TEST_066,34.673685045253166
TEST_067,34.673685045253166
TEST_068,34.673685045253166
TEST_069,34.673685045253166
TEST_070,34.673685045253166
TEST_071,34.673685045253166
TEST_072,34.673685045253166
TEST_073,34.673685045253166
TEST_074,34.673685045253166
TEST_075,34.673685045253166
TEST_076,34.673685045253166
TEST_077,34.673685045253166
TEST_078,34.673685045253166
TEST_079,34.673685045253166
TEST_080,34.673685045253166
TEST_081,34.673685045253166
TEST_082,34.673685045253166
TEST_083,34.673685045253166
TEST_084,34.673685045253166
TEST_085,34.673685045253166
TEST_086,34.673685045253166
TEST_087,34.673685045253166
TEST_088,34.673685045253166
TEST_089,34.673685045253166
TEST_090,34.673685045253166
TEST_091,34.673685045253166
TEST_092,34.673685045253166
TEST_093,34.673685045253166
TEST_094,34.673685045253166
TEST_095,34.673685045253166
TEST_096,34.673685045253166
TEST_097,34.673685045253166
TEST_098,34.673685045253166
TEST_099,34.673685045253166
TEST_100,34.673685045253166
TEST_101,34.673685045253166
TEST_102,34.673685045253166
TEST_103,34.673685045253166
TEST_104,34.673685045253166
TEST_105,34.673685045253166
TEST_106,34.673685045253166
TEST_107,34.673685045253166
TEST_108,34.673685045253166
TEST_109,34.673685045253166
TEST_110,34.673685045253166
TEST_111,34.673685045253166
TEST_112,34.673685045253166
