ID,IC50_nM
TEST_000,855.5021840872546
TEST_001,19.403352262123143
TEST_002,17.8344037228899
TEST_003,22.19087867317749
TEST_004,26.735914527253502
TEST_005,23.20017602440019
TEST_006,22.105766477342286
TEST_007,25.845035071673145
TEST_008,17.695727542636778
TEST_009,593.3920089539918
TEST_010,434.3765883519639
TEST_011,6.089883420363468
TEST_012,21.73708916208131
TEST_013,297.13113821098216
TEST_014,24.787006168850983
TEST_015,26.015942668686797
TEST_016,22.8581474314028
TEST_017,200.58858478418352
TEST_018,42.29993566718218
TEST_019,22.74504795459045
TEST_020,17.8344037228899
TEST_021,20.20401392857317
TEST_022,10.911628892687219
TEST_023,23.60004640271963
TEST_024,21.978435147995242
TEST_025,32.154247335180116
TEST_026,24.074294659410057
TEST_027,30.100343674798633
TEST_028,19.32328139919074
TEST_029,29.970337379027146
TEST_030,21.40552324075048
TEST_031,30.082769632889473
TEST_032,17.852114700185712
TEST_033,151.31591445795024
TEST_034,54.30742923563642
TEST_035,21.536100720429133
TEST_036,54.56192875195574
TEST_037,33.33856449998526
TEST_038,17.759483443741704
TEST_039,18.629150199709162
TEST_040,18.305462662099874
TEST_041,18.090160553054453
TEST_042,39.52919083912621
TEST_043,17.8344037228899
TEST_044,17.24584386549928
TEST_045,8.307827712153339
TEST_046,54.06821279802266
TEST_047,319.5027094844764
TEST_048,331.24135803892756
TEST_049,16.306307216430884
TEST_050,37.604802563190596
TEST_051,32.30196544764512
TEST_052,20.97679393849934
TEST_053,30.692087763513403
TEST_054,18.81602678712147
TEST_055,16.52929914946802
TEST_056,233.65100725349882
TEST_057,78.82308822864482
TEST_058,33.26078101799794
TEST_059,18.176486559382464
TEST_060,197.95201584499546
TEST_061,15.606812517158067
TEST_062,21.99587802364357
TEST_063,15.54730532523928
TEST_064,22.273187383709413
TEST_065,30.459604167611992
TEST_066,17.833876273379218
TEST_067,14.852248944245963
TEST_068,15.299347116533948
TEST_069,18.01004034138581
TEST_070,17.22129167938906
TEST_071,159.37106962866673
TEST_072,35.3070507585926
TEST_073,20.064139329408526
TEST_074,16.28748048302389
TEST_075,189.66659990754175
TEST_076,20.063866248334335
TEST_077,47.28888536009381
TEST_078,17.574867116418567
TEST_079,16.226385406480038
TEST_080,20.90044328287777
TEST_081,38.2797648285678
TEST_082,19.618913608441616
TEST_083,22.345211139560956
TEST_084,17.511919035966645
TEST_085,26.912455981552217
TEST_086,22.380100571757605
TEST_087,15.988708840740678
TEST_088,141.43424110480845
TEST_089,22.720044279352347
TEST_090,20.124120471567885
TEST_091,23.371952764708965
TEST_092,16.506421280952292
TEST_093,18.113845370915765
TEST_094,15.986066758008453
TEST_095,177.51073346960456
TEST_096,22.273187383709413
TEST_097,18.931048339164114
TEST_098,70.53280321766262
TEST_099,23.952837613858534
TEST_100,59.05825769344826
TEST_101,26.983536656530617
TEST_102,146.34958047237865
TEST_103,25.631223327060443
TEST_104,20.29584045275292
TEST_105,210.9842622250273
TEST_106,22.519991400788317
TEST_107,177.0229647179616
TEST_108,14.017502444450358
TEST_109,230.3606461374045
TEST_110,17.8344037228899
TEST_111,23.44284757255928
TEST_112,21.852121546361865
